# Total pages:	 1098
# Instruction pages:	 79
400,360056
4c64,20004
4009,557
400a,323
401b,254
401c,188
400c,178
4011,112
4000,40
400f,40
401d,38
4019,33
4008,33
4017,22
4cae,22
4010,21
400b,20
400d,18
4003,17
4006,17
4cab,17
4ca3,17
4c77,17
4005,15
4d6d,13
4007,12
4c4a,12
4c97,12
4cac,12
4ca5,11
4ca4,11
4012,10
4002,9
400e,8
4cb9,8
4001,7
4013,7
401e,7
4004,7
4018,7
4cc0,7
4ca2,7
4c49,6
4ca9,6
4caa,6
4d2b,6
4c7a,6
4ce6,5
4c78,5
4ca6,5
4c7c,5
4c7b,5
4a28,4
4caf,4
4c7f,4
4c72,4
401a,3
4d21,3
4c74,3
4c79,3
4cb5,2
4cb7,2
4d31,2
4c58,2
4c5f,2
4cb1,2
4d26,2
4d20,2
4ca7,2
4c73,2
4c63,2
4cbb,1
4cd4,1
4014,1
4ca8,1
4cb8,1
4c65,1
4cbe,1
4d3f,1
# Data pages:	 1024
fff000,360915
602,360063
4fee,20051
4ff3,20036
4ff0,20033
4ff4,3236
4ff5,3232
4ff6,3232
4ff7,3232
4ff8,3232
4ff9,3232
4ffa,3232
4ffb,3232
4ffc,3232
4ffd,3232
4ffe,3232
4fff,3232
5000,3232
5001,3232
5002,3232
5003,3232
5004,3232
5005,3232
5006,3232
5007,3232
5008,3232
5009,3232
500a,3232
500b,3232
500c,3232
500d,3232
500e,3232
500f,3232
5010,3232
5011,3232
5012,3232
5013,3232
5014,3232
5015,3232
5016,3232
5017,3232
5018,3232
5019,3232
501a,3232
501b,3232
501c,3232
501d,3232
501e,3232
501f,3232
5020,3232
5021,3232
5022,3232
5023,3232
5024,3232
5025,3232
5026,3232
5027,3232
5028,3232
5029,3232
502a,3232
502b,3232
502c,3232
502d,3232
502e,3232
502f,3232
5030,3232
5031,3232
5032,3232
5033,3232
5034,3232
5035,3232
5036,3232
5037,3232
5038,3232
5039,3232
503a,3232
503b,3232
503c,3232
503d,3232
503e,3232
503f,3232
5040,3232
5041,3232
5042,3232
5043,3232
5044,3232
5045,3232
5046,3232
5047,3232
5048,3232
5049,3232
504a,3232
504b,3232
504c,3232
504d,3232
504e,3232
504f,3232
5050,3232
5051,3232
5052,3232
5053,3232
5054,3232
5055,3232
5056,3232
5057,3232
5058,3232
5059,3232
505a,3232
505b,3232
505c,3232
505d,3232
505e,3232
505f,3232
5060,3232
5061,3232
5062,3232
5063,3232
5064,3232
5065,3232
5066,3232
5067,3232
5068,3232
5069,3232
506a,3232
506b,3232
506c,3232
506d,3232
506e,3232
506f,3232
5070,3232
5071,3232
5072,3232
5073,3232
5074,3232
5075,3232
5076,3232
5077,3232
5078,3232
5079,3232
507a,3232
507b,3232
507c,3232
507d,3232
507e,3232
507f,3232
5080,3232
5081,3232
5082,3232
5083,3232
5084,3232
5085,3232
5086,3232
5087,3232
5088,3232
5089,3232
508a,3232
508b,3232
508c,3232
508d,3232
508e,3232
508f,3232
5090,3232
5091,3232
5092,3232
5093,3232
5094,3232
5095,3232
5096,3232
5097,3232
5098,3232
5099,3232
509a,3232
509b,3232
509c,3232
509d,3232
509e,3232
509f,3232
50a0,3232
50a1,3232
50a2,3232
50a3,3232
50a4,3232
50a5,3232
50a6,3232
50a7,3232
50a8,3232
50a9,3232
50aa,3232
50ab,3232
50ac,3232
50ad,3232
50ae,3232
50af,3232
50b0,3232
50b1,3232
50b2,3232
50b3,3232
50b4,3232
50b5,3232
50b6,3232
50b7,3232
50b8,3232
50b9,3232
50ba,3232
50bb,3232
50bc,3232
50bd,3232
50be,3232
50bf,3232
50c0,3232
50c1,3232
50c2,3232
50c3,3232
50c4,3232
50c5,3232
50c6,3232
50c7,3232
50c8,3232
50c9,3232
50ca,3232
50cb,3232
50cc,3232
50cd,3232
50ce,3232
50cf,3232
50d0,3232
50d1,3232
50d2,3232
50d3,3232
50d4,3232
50d5,3232
50d6,3232
50d7,3232
50d8,3232
50d9,3232
50da,3232
50db,3232
50dc,3232
50dd,3232
50de,3232
50df,3232
50e0,3232
50e1,3232
50e2,3232
50e3,3232
50e4,3232
50e5,3232
50e6,3232
50e7,3232
50e8,3232
50e9,3232
50ea,3232
50eb,3232
50ec,3232
50ed,3232
50ee,3232
50ef,3232
50f0,3232
50f1,3232
50f2,3232
50f3,3232
50f4,3232
50f5,3232
50f6,3232
50f7,3232
50f8,3232
50f9,3232
50fa,3232
50fb,3232
50fc,3232
50fd,3232
50fe,3232
50ff,3232
5100,3232
5101,3232
5102,3232
5103,3232
5104,3232
5105,3232
5106,3232
5107,3232
5108,3232
5109,3232
510a,3232
510b,3232
510c,3232
510d,3232
510e,3232
510f,3232
5110,3232
5111,3232
5112,3232
5113,3232
5114,3232
5115,3232
5116,3232
5117,3232
5118,3232
5119,3232
511a,3232
511b,3232
511c,3232
511d,3232
511e,3232
511f,3232
5120,3232
5121,3232
5122,3232
5123,3232
5124,3232
5125,3232
5126,3232
5127,3232
5128,3232
5129,3232
512a,3232
512b,3232
512c,1616
405c,1232
405e,1232
405f,1232
4065,1232
4067,1232
4068,1232
406e,1232
4075,1232
4077,1232
4078,1232
407e,1232
4080,1232
4081,1232
4087,1232
408e,1232
4090,1232
4091,1232
4097,1232
4099,1232
409a,1232
40a0,1232
40a7,1232
40a9,1232
40aa,1232
40b0,1232
40b2,1232
40b3,1232
40b9,1232
40c0,1232
40c2,1232
40c3,1232
40c9,1232
40cb,1232
40cc,1232
40d2,1232
40d9,1232
40db,1232
40dc,1232
40e2,1232
40e4,1232
40e5,1232
